repo,rank_number,actor,company,commits,percent,all_commits
nodejs/readable-stream,1,calvinmetcalf,AppGeo,340,0.09012,377259
nodejs/readable-stream,2,mcollina,NearForm,107,0.02836,377259
nodejs/readable-stream,3,mcollina,Independent,74,0.01962,377259
nodejs/string_decoder,1,mcollina,NearForm,26,0.00689,377259
nodejs/string_decoder,2,mcollina,Independent,3,0.00080,377259
nodejs/string_decoder,3,calvinmetcalf,AppGeo,1,0.00027,377259
npm/node-semver,1,isaacs,npm,163,0.04321,377259
npm/node-semver,2,max-b,(Unknown),11,0.00292,377259
npm/node-semver,3,pjohnmeyer,(Unknown),10,0.00265,377259
npm/nopt,1,othiym23,npm,23,0.00610,377259
npm/nopt,2,elidoran,(Unknown),7,0.00186,377259
npm/nopt,3,isaacs,npm,4,0.00106,377259
nunit/nunit,1,rprouse,Bentley,2143,0.56804,377259
nunit/nunit,2,CharliePoole,Independent,1906,0.50522,377259
nunit/nunit,3,jnm2,Independent,1187,0.31464,377259
omsmith/browserify-ngannotate,1,omsmith,(Unknown),30,0.00795,377259
omsmith/browserify-ngannotate,2,JonRimmer,(Unknown),1,0.00027,377259
openssl/openssl,1,levitte,Independent,14363,3.80720,377259
openssl/openssl,2,mattcaswell,Caswell IT Consulting,4121,1.09235,377259
openssl/openssl,3,richsalz,Akamai,1948,0.51636,377259
OverZealous/run-sequence,1,OverZealous,Codewars,31,0.00822,377259
OverZealous/run-sequence,2,OverZealous,Qualified,27,0.00716,377259
OverZealous/run-sequence,3,AdamWills,(Unknown),1,0.00027,377259
petkaantonov/bluebird,1,petkaantonov,Reaktor,1088,0.28840,377259
petkaantonov/bluebird,2,benjamingr,Testim,222,0.05885,377259
petkaantonov/bluebird,3,spion,(Unknown),55,0.01458,377259
pieroxy/lz-string,1,pieroxy,Criteo,64,0.01696,377259
pieroxy/lz-string,2,JobLeonard,(Unknown),4,0.00106,377259
pieroxy/lz-string,3,axel-wilczek,(Unknown),2,0.00053,377259
pillarjs/finalhandler,1,dougwilson,Salesforce,286,0.07581,377259
pillarjs/finalhandler,2,dougwilson,Independent,4,0.00106,377259
pillarjs/finalhandler,3,mcollina,Independent,2,0.00053,377259
pillarjs/send,1,dougwilson,Salesforce,280,0.07422,377259
pillarjs/send,2,dougwilson,Independent,5,0.00133,377259
pillarjs/send,3,dotLou,(Unknown),2,0.00053,377259
pvorb/node-clone,1,pvorb,Independent,65,0.01723,377259
pvorb/node-clone,2,aurium,(Unknown),7,0.00186,377259
pvorb/node-clone,3,fscherwi,(Unknown),4,0.00106,377259
qos-ch/logback,1,ceki,QOS.CH Sarl,565,0.14976,377259
qos-ch/logback,2,tony19,(Unknown),49,0.01299,377259
qos-ch/logback,3,hazendaz,(Unknown),44,0.01166,377259
qos-ch/slf4j,1,ceki,QOS.CH Sarl,373,0.09887,377259
qos-ch/slf4j,2,mattbishop,Elastic Path,61,0.01617,377259
qos-ch/slf4j,3,hazendaz,(Unknown),15,0.00398,377259
que-etc/resize-observer-polyfill,1,que-etc,Magento,92,0.02439,377259
que-etc/resize-observer-polyfill,2,que-etc,Independent,20,0.00530,377259
que-etc/resize-observer-polyfill,3,que-etc,Zattoo,4,0.00106,377259
Raynos/xtend,1,Raynos,(Unknown),17,0.00451,377259
Raynos/xtend,2,medikoo,(Unknown),2,0.00053,377259
Raynos/xtend,3,DDRBoxman,(Unknown),1,0.00027,377259
ReactTraining/react-router,1,mjackson,React Training,725,0.19218,377259
ReactTraining/react-router,2,timdorr,SalesLoft,323,0.08562,377259
ReactTraining/react-router,3,timdorr,Showcase IDX,291,0.07714,377259
reduxjs/react-redux,1,markerikson,Northrop Grumman,200,0.05301,377259
reduxjs/react-redux,2,timdorr,SalesLoft,155,0.04109,377259
reduxjs/react-redux,3,timdorr,Deft,17,0.00451,377259
reduxjs/redux,1,timdorr,SalesLoft,162,0.04294,377259
reduxjs/redux,2,markerikson,Northrop Grumman,142,0.03764,377259
reduxjs/redux,3,cellog,(Unknown),42,0.01113,377259
reduxjs/redux-thunk,1,timdorr,SalesLoft,39,0.01034,377259
reduxjs/redux-thunk,2,markerikson,Northrop Grumman,5,0.00133,377259
reduxjs/redux-thunk,3,jedmao,(Unknown),4,0.00106,377259
request/request,1,simov,(Unknown),626,0.16593,377259
request/request,2,mikeal,CNCF,267,0.07077,377259
request/request,3,nylen,(Unknown),110,0.02916,377259
request/request-promise,1,analog-nico,Morningfame,146,0.03870,377259
request/request-promise,2,luanmuniz,(Unknown),2,0.00053,377259
request/request-promise,3,BrandonSmith,(Unknown),1,0.00027,377259
robrich/orchestrator,1,robrich,Richardson,3,0.00080,377259
robrich/pretty-hrtime,1,robrich,Richardson,16,0.00424,377259
robrich/pretty-hrtime,2,amilajack,Fertona,1,0.00027,377259
robrich/pretty-hrtime,3,bfricka,(Unknown),1,0.00027,377259
rvagg/through2,1,rvagg,Node,24,0.00636,377259
rvagg/through2,2,brycebaril,(Unknown),3,0.00080,377259
rvagg/through2,3,mafintosh,Independent,3,0.00080,377259
rzwitserloot/lombok,1,rzwitserloot,Zorg op Orde,541,0.14340,377259
rzwitserloot/lombok,2,rspilker,TOPdesk,371,0.09834,377259
rzwitserloot/lombok,3,rzwitserloot,Independent,153,0.04056,377259
salesforce/tough-cookie,1,stash-sfdc,Mana Pool Creative,95,0.02518,377259
salesforce/tough-cookie,2,stash,Mana Pool Creative,82,0.02174,377259
salesforce/tough-cookie,3,ShivanKaul,SalesForce,16,0.00424,377259
sass/node-sass,1,xzyfer,99designs,723,0.19165,377259
sass/node-sass,2,xzyfer,Redbubble,418,0.11080,377259
sass/node-sass,3,am11,Independent,228,0.06044,377259
scala/scala,1,lrytz,Lightbend,3214,0.85193,377259
scala/scala,2,adriaanm,Lightbend,2359,0.62530,377259
scala/scala,3,retronym,Lightbend,2103,0.55744,377259
sindresorhus/camelcase,1,sindresorhus,Independent,54,0.01431,377259
sindresorhus/camelcase,2,SamVerschueren,into.care,8,0.00212,377259
sindresorhus/camelcase,3,kevva,Independent,6,0.00159,377259
sindresorhus/del,1,sindresorhus,Independent,83,0.02200,377259
sindresorhus/del,2,chrisblossom,(Unknown),9,0.00239,377259
sindresorhus/del,3,kevva,Independent,4,0.00106,377259
sindresorhus/find-up,1,sindresorhus,Independent,54,0.01431,377259
sindresorhus/find-up,2,sholladay,(Unknown),4,0.00106,377259
sindresorhus/find-up,3,coreyfarrell,(Unknown),3,0.00080,377259
sindresorhus/has-flag,1,sindresorhus,Independent,19,0.00504,377259
sindresorhus/has-flag,2,BendingBender,(Unknown),2,0.00053,377259
sindresorhus/has-flag,3,novemberborn,(Unknown),2,0.00053,377259
sindresorhus/is-fullwidth-code-point,1,sindresorhus,Independent,17,0.00451,377259
sindresorhus/is-fullwidth-code-point,2,forresst,(Unknown),2,0.00053,377259
sindresorhus/is-fullwidth-code-point,3,BendingBender,(Unknown),1,0.00027,377259
sindresorhus/load-json-file,1,sindresorhus,Independent,37,0.00981,377259
sindresorhus/load-json-file,2,arthurvr,(Unknown),2,0.00053,377259
sindresorhus/load-json-file,3,coreyfarrell,(Unknown),2,0.00053,377259
sindresorhus/object-assign,1,sindresorhus,Independent,35,0.00928,377259
sindresorhus/object-assign,2,jdalton,Microsoft,4,0.00106,377259
sindresorhus/object-assign,3,floatdrop,(Unknown),3,0.00080,377259
sindresorhus/path-exists,1,sindresorhus,Independent,21,0.00557,377259
sindresorhus/path-exists,2,SamVerschueren,into.care,5,0.00133,377259
sindresorhus/path-exists,3,SimenB,FINN.no,2,0.00053,377259
sindresorhus/path-type,1,sindresorhus,Independent,18,0.00477,377259
sindresorhus/path-type,2,coreyfarrell,(Unknown),2,0.00053,377259
sindresorhus/path-type,3,arthurvr,(Unknown),1,0.00027,377259
sindresorhus/pify,1,sindresorhus,Independent,61,0.01617,377259
sindresorhus/pify,2,SamVerschueren,into.care,23,0.00610,377259
sindresorhus/pify,3,schnittstabil,(Unknown),11,0.00292,377259
sindresorhus/read-pkg,1,sindresorhus,Independent,31,0.00822,377259
sindresorhus/read-pkg,2,BendingBender,(Unknown),2,0.00053,377259
sindresorhus/read-pkg,3,stevemao,重搏国际,2,0.00053,377259
sindresorhus/string-width,1,sindresorhus,Independent,33,0.00875,377259
sindresorhus/string-width,2,BendingBender,(Unknown),2,0.00053,377259
sindresorhus/string-width,3,coreyfarrell,(Unknown),2,0.00053,377259
sindresorhus/strip-bom,1,sindresorhus,Independent,16,0.00424,377259
sindresorhus/strip-bom,2,kevva,Godishörnan Jägersro,2,0.00053,377259
sindresorhus/strip-bom,3,BendingBender,(Unknown),1,0.00027,377259
substack/brfs,1,substack,bits.coop,13,0.00345,377259
substack/brfs,2,mattdesl,(Unknown),9,0.00239,377259
substack/brfs,3,forivall,(Unknown),1,0.00027,377259
substack/minimist,1,substack,bits.coop,20,0.00530,377259
substack/minimist,2,dominictarr,(Unknown),3,0.00080,377259
substack/minimist,3,jeffbski,(Unknown),2,0.00053,377259
substack/node-mkdirp,1,substack,bits.coop,6,0.00159,377259
substack/node-mkdirp,2,MylesBorins,(Unknown),2,0.00053,377259
substack/node-wordwrap,1,substack,bits.coop,4,0.00106,377259
thlorenz/browserify-shim,1,bendrucker,Eaze,15,0.00398,377259
thlorenz/browserify-shim,2,bendrucker,Valet.io,13,0.00345,377259
thlorenz/browserify-shim,3,thlorenz,NodeSource,12,0.00318,377259
tj/commander.js,1,abetomo,(Unknown),143,0.03790,377259
tj/commander.js,2,shadowspawn,ADInstruments,143,0.03790,377259
tj/commander.js,3,vanesyan,Independent,67,0.01776,377259
twbs/bootstrap,1,XhmikosR,Independent,15588,4.13191,377259
twbs/bootstrap,2,mdo,Microsoft,5553,1.47193,377259
twbs/bootstrap,3,Johann-S,LDLC,2378,0.63034,377259
types/env-node,1,blakeembrey,fact0ry,49,0.01299,377259
types/env-node,2,louy,(Unknown),23,0.00610,377259
types/env-node,3,blakeembrey,Gigster,2,0.00053,377259
typicaljoe/taffydb,1,typicaljoe,Independent,22,0.00583,377259
typicaljoe/taffydb,2,mmikowski,AccelOps,20,0.00530,377259
typicaljoe/taffydb,3,aisera-mikowski,(Unknown),9,0.00239,377259
visionmedia/bytes.js,1,dougwilson,Salesforce,125,0.03313,377259
visionmedia/bytes.js,2,theofidry,(Unknown),6,0.00159,377259
visionmedia/bytes.js,3,timkendrick,(Unknown),3,0.00080,377259
wesleytodd/setprototypeof,1,wesleytodd,Netflix,24,0.00636,377259
wesleytodd/setprototypeof,2,longlho,(Unknown),1,0.00027,377259
winstonjs/winston,1,indexzero,Muxta,407,0.10788,377259
winstonjs/winston,2,indexzero,Nodejitsu,330,0.08747,377259
winstonjs/winston,3,DABH,(Unknown),110,0.02916,377259
yargs/cliui,1,bcoe,npm,31,0.00822,377259
yargs/cliui,2,maxrimue,Independent,16,0.00424,377259
yargs/cliui,3,nexdrew,npm,14,0.00371,377259
yargs/yargs,1,bcoe,npm,636,0.16858,377259
yargs/yargs,2,nexdrew,npm,126,0.03340,377259
yargs/yargs,3,bcoe,Google,101,0.02677,377259
yargs/yargs-parser,1,bcoe,npm,180,0.04771,377259
yargs/yargs-parser,2,bcoe,Google,50,0.01325,377259
yargs/yargs-parser,3,maxrimue,Independent,22,0.00583,377259
zeit/ms,1,leo,Apple,62,0.01643,377259
zeit/ms,2,rauchg,(Unknown),3,0.00080,377259
zeit/ms,3,styfle,(Unknown),3,0.00080,377259
zloirock/core-js,1,zloirock,Lix,1856,0.49197,377259
zloirock/core-js,2,zloirock,Lanit-Tercom,812,0.21524,377259
zloirock/core-js,3,zloirock,Area9,680,0.18025,377259
