rank_number,actor,events,percent,cumulative_sum,cumulative_percent,all_events
540,sneat,2,0.00902,2341,10.56313,22162
541,squarism,2,0.00902,2343,10.57215,22162
542,stephenprater,2,0.00902,2345,10.58117,22162
543,suever,2,0.00902,2347,10.59020,22162
544,suhothayan,2,0.00902,2349,10.59922,22162
545,swdee,2,0.00902,2351,10.60825,22162
546,te-brevik,2,0.00902,2353,10.61727,22162
547,tehsphinx,2,0.00902,2355,10.62630,22162
548,teivah,2,0.00902,2357,10.63532,22162
549,theduman,2,0.00902,2359,10.64435,22162
550,themartorana,2,0.00902,2361,10.65337,22162
551,thetooth,2,0.00902,2363,10.66240,22162
552,thlu-cobinhood,2,0.00902,2365,10.67142,22162
553,timosellin,2,0.00902,2367,10.68044,22162
554,tjmcarthur,2,0.00902,2369,10.68947,22162
555,tkgreg,2,0.00902,2371,10.69849,22162
556,toddschilling,2,0.00902,2373,10.70752,22162
557,tokheim,2,0.00902,2375,10.71654,22162
558,tomByrer,2,0.00902,2377,10.72557,22162
559,tshev,2,0.00902,2379,10.73459,22162
560,twrobel3,2,0.00902,2381,10.74362,22162
561,UA3MQJ,2,0.00902,2383,10.75264,22162
562,upengs,2,0.00902,2385,10.76166,22162
563,userlocalhost2000,2,0.00902,2387,10.77069,22162
564,vanseverk,2,0.00902,2389,10.77971,22162
565,vasergen,2,0.00902,2391,10.78874,22162
566,videlov,2,0.00902,2393,10.79776,22162
567,vk-coder,2,0.00902,2395,10.80679,22162
568,vl409,2,0.00902,2397,10.81581,22162
569,vm-affekt,2,0.00902,2399,10.82484,22162
570,vramanx,2,0.00902,2401,10.83386,22162
571,vsundupey,2,0.00902,2403,10.84288,22162
572,waffle-iron,2,0.00902,2405,10.85191,22162
573,warmwine,2,0.00902,2407,10.86093,22162
574,wizcas,2,0.00902,2409,10.86996,22162
575,wjzhangcsu,2,0.00902,2411,10.87898,22162
576,WoLfulus,2,0.00902,2413,10.88801,22162
577,xoridius,2,0.00902,2415,10.89703,22162
578,xsellier,2,0.00902,2417,10.90606,22162
579,xy02,2,0.00902,2419,10.91508,22162
580,yanivge,2,0.00902,2421,10.92410,22162
581,yanpozka,2,0.00902,2423,10.93313,22162
582,yehezkielbs,2,0.00902,2425,10.94215,22162
583,yhslln,2,0.00902,2427,10.95118,22162
584,Yugloocamai,2,0.00902,2429,10.96020,22162
585,zamap,2,0.00902,2431,10.96923,22162
586,zhhnzw,2,0.00902,2433,10.97825,22162
587,zhuoqiang,2,0.00902,2435,10.98728,22162
588,zyc801208,2,0.00902,2437,10.99630,22162
589,zzh1414080903218,2,0.00902,2439,11.00532,22162
590,140am,1,0.00451,2440,11.00984,22162
591,23caterpie,1,0.00451,2441,11.01435,22162
592,256dpi,1,0.00451,2442,11.01886,22162
593,2cats,1,0.00451,2443,11.02337,22162
594,aantelov87,1,0.00451,2444,11.02789,22162
595,aashah,1,0.00451,2445,11.03240,22162
596,aaslamin,1,0.00451,2446,11.03691,22162
597,abuisine,1,0.00451,2447,11.04142,22162
598,aby2503,1,0.00451,2448,11.04593,22162
599,acadiant,1,0.00451,2449,11.05045,22162
600,acostaf,1,0.00451,2450,11.05496,22162
601,AcoustickSan,1,0.00451,2451,11.05947,22162
602,adame21,1,0.00451,2452,11.06398,22162
603,AdamKorcz,1,0.00451,2453,11.06850,22162
604,adamples,1,0.00451,2454,11.07301,22162
605,adamrainsby,1,0.00451,2455,11.07752,22162
606,adhithyasrinivasan,1,0.00451,2456,11.08203,22162
607,adrianliechti,1,0.00451,2457,11.08654,22162
608,agnivade,1,0.00451,2458,11.09106,22162
609,ahallock,1,0.00451,2459,11.09557,22162
610,aharol,1,0.00451,2460,11.10008,22162
611,Aiqbal1234,1,0.00451,2461,11.10459,22162
612,ajglenn,1,0.00451,2462,11.10911,22162
613,ajose01,1,0.00451,2463,11.11362,22162
614,akabos,1,0.00451,2464,11.11813,22162
615,akornatskyy,1,0.00451,2465,11.12264,22162
616,alancapc,1,0.00451,2466,11.12715,22162
617,aldenpeterson-wf,1,0.00451,2467,11.13167,22162
618,alec-alpha,1,0.00451,2468,11.13618,22162
619,AlejandroEsquivel,1,0.00451,2469,11.14069,22162
620,aleksmaus,1,0.00451,2470,11.14520,22162
621,AlexandreOuellet,1,0.00451,2471,11.14972,22162
622,alexcetto,1,0.00451,2472,11.15423,22162
623,AlexeyStolyarov,1,0.00451,2473,11.15874,22162
624,aleybovich,1,0.00451,2474,11.16325,22162
625,alheld,1,0.00451,2475,11.16776,22162
626,Alirun,1,0.00451,2476,11.17228,22162
627,alpmdog,1,0.00451,2477,11.17679,22162
628,altmind,1,0.00451,2478,11.18130,22162
629,AmandaHassoun,1,0.00451,2479,11.18581,22162
630,ambientlabs,1,0.00451,2480,11.19033,22162
631,amrnt,1,0.00451,2481,11.19484,22162
632,anastop,1,0.00451,2482,11.19935,22162
633,andragabr,1,0.00451,2483,11.20386,22162
634,andreas-eriksson,1,0.00451,2484,11.20837,22162
635,angeloramarolahy,1,0.00451,2485,11.21289,22162
636,anjelinio,1,0.00451,2486,11.21740,22162
637,antonioaguilar,1,0.00451,2487,11.22191,22162
638,antonkhabaiev,1,0.00451,2488,11.22642,22162
639,anXieTyPB,1,0.00451,2489,11.23094,22162
640,anxinyf,1,0.00451,2490,11.23545,22162
641,aoboturov,1,0.00451,2491,11.23996,22162
642,arnobroekhof,1,0.00451,2492,11.24447,22162
643,arnulfojr,1,0.00451,2493,11.24898,22162
644,Arunold,1,0.00451,2494,11.25350,22162
645,asakaev,1,0.00451,2495,11.25801,22162
646,autodidaddict,1,0.00451,2496,11.26252,22162
647,avinash92c,1,0.00451,2497,11.26703,22162
648,avlasor,1,0.00451,2498,11.27155,22162
649,awdrius,1,0.00451,2499,11.27606,22162
650,azhurbilo,1,0.00451,2500,11.28057,22162
651,baba2k,1,0.00451,2501,11.28508,22162
652,banks,1,0.00451,2502,11.28959,22162
653,Barmaglot123,1,0.00451,2503,11.29411,22162
654,Bartcardi,1,0.00451,2504,11.29862,22162
655,basgys,1,0.00451,2505,11.30313,22162
656,BatiGencho,1,0.00451,2506,11.30764,22162
657,beanhacker,1,0.00451,2507,11.31216,22162
658,beeing,1,0.00451,2508,11.31667,22162
659,Beilmann,1,0.00451,2509,11.32118,22162
660,benjsicam,1,0.00451,2510,11.32569,22162
661,bennettaur,1,0.00451,2511,11.33020,22162
662,bentranter,1,0.00451,2512,11.33472,22162
663,Bernolt,1,0.00451,2513,11.33923,22162
664,beyhan,1,0.00451,2514,11.34374,22162
665,bguiz,1,0.00451,2515,11.34825,22162
666,bitmario,1,0.00451,2516,11.35277,22162
667,blinkinglight,1,0.00451,2517,11.35728,22162
668,blixt,1,0.00451,2518,11.36179,22162
669,blusewang,1,0.00451,2519,11.36630,22162
670,blutack,1,0.00451,2520,11.37081,22162
671,bobbyhubbard,1,0.00451,2521,11.37533,22162
672,bogossdu92,1,0.00451,2522,11.37984,22162
673,boristunity,1,0.00451,2523,11.38435,22162
674,boymaas,1,0.00451,2524,11.38886,22162
675,brandonbodnar-wk,1,0.00451,2525,11.39338,22162
676,breakboyandre,1,0.00451,2526,11.39789,22162
677,brettkail-wk,1,0.00451,2527,11.40240,22162
678,Brianchat,1,0.00451,2528,11.40691,22162
679,brimworks,1,0.00451,2529,11.41142,22162
680,brucewoo,1,0.00451,2530,11.41594,22162
681,buckhx,1,0.00451,2531,11.42045,22162
682,burner-account,1,0.00451,2532,11.42496,22162
683,buzzers,1,0.00451,2533,11.42947,22162
684,c0deaddict,1,0.00451,2534,11.43399,22162
685,camen6ert,1,0.00451,2535,11.43850,22162
686,capri914,1,0.00451,2536,11.44301,22162
687,carwynmoore,1,0.00451,2537,11.44752,22162
688,caskolkm,1,0.00451,2538,11.45204,22162
689,cassiosantos,1,0.00451,2539,11.45655,22162
690,castocolina,1,0.00451,2540,11.46106,22162
691,cavellblood,1,0.00451,2541,11.46557,22162
692,cawoodm,1,0.00451,2542,11.47008,22162
693,cecilwei,1,0.00451,2543,11.47460,22162
694,cesar-devera-movile,1,0.00451,2544,11.47911,22162
695,cgabbadon,1,0.00451,2545,11.48362,22162
696,cgebe,1,0.00451,2546,11.48813,22162
697,cgriggs01,1,0.00451,2547,11.49265,22162
698,chainhead,1,0.00451,2548,11.49716,22162
699,chaitanyav,1,0.00451,2549,11.50167,22162
700,chenxyzl,1,0.00451,2550,11.50618,22162
701,Cherry,1,0.00451,2551,11.51069,22162
702,chmike,1,0.00451,2552,11.51521,22162
703,chris-jansson,1,0.00451,2553,11.51972,22162
704,ChristianSauer,1,0.00451,2554,11.52423,22162
705,chzyer,1,0.00451,2555,11.52874,22162
706,CITnDev,1,0.00451,2556,11.53326,22162
707,cjbottaro,1,0.00451,2557,11.53777,22162
708,ckeeney,1,0.00451,2558,11.54228,22162
709,ClanStyles,1,0.00451,2559,11.54679,22162
710,clementDele,1,0.00451,2560,11.55130,22162
711,cloudever,1,0.00451,2561,11.55582,22162
712,codifierr,1,0.00451,2562,11.56033,22162
713,creinholdsson,1,0.00451,2563,11.56484,22162
714,cv711,1,0.00451,2564,11.56935,22162
715,cvlab,1,0.00451,2565,11.57387,22162
716,Cyperwu,1,0.00451,2566,11.57838,22162
717,Da5-Id,1,0.00451,2567,11.58289,22162
718,DakshMiglani,1,0.00451,2568,11.58740,22162
719,DaleBingham,1,0.00451,2569,11.59191,22162
720,dalu,1,0.00451,2570,11.59643,22162
721,damir-manapov,1,0.00451,2571,11.60094,22162
722,danbopes,1,0.00451,2572,11.60545,22162
723,danieledraganti,1,0.00451,2573,11.60996,22162
724,danielkrainas,1,0.00451,2574,11.61448,22162
725,dankomiocevic,1,0.00451,2575,11.61899,22162
726,dannyyy,1,0.00451,2576,11.62350,22162
727,dariodip,1,0.00451,2577,11.62801,22162
728,darklordddddd,1,0.00451,2578,11.63252,22162
729,DasAng,1,0.00451,2579,11.63704,22162
730,Data-Inquisitor,1,0.00451,2580,11.64155,22162
731,DawnAngel,1,0.00451,2581,11.64606,22162
732,dbardbar,1,0.00451,2582,11.65057,22162
733,deem0n,1,0.00451,2583,11.65509,22162
734,deepeshk12,1,0.00451,2584,11.65960,22162
735,deepj,1,0.00451,2585,11.66411,22162
736,deini,1,0.00451,2586,11.66862,22162
737,deji04,1,0.00451,2587,11.67313,22162
738,dellintosh,1,0.00451,2588,11.67765,22162
739,dennismartensson,1,0.00451,2589,11.68216,22162
740,deployable,1,0.00451,2590,11.68667,22162
741,derfbn,1,0.00451,2591,11.69118,22162
742,deripas,1,0.00451,2592,11.69570,22162
743,dev681999,1,0.00451,2593,11.70021,22162
744,Devnsyde,1,0.00451,2594,11.70472,22162
745,dh1tw,1,0.00451,2595,11.70923,22162
746,didip,1,0.00451,2596,11.71374,22162
747,dieseltravis,1,0.00451,2597,11.71826,22162
748,dijeesh,1,0.00451,2598,11.72277,22162
749,dijitali,1,0.00451,2599,11.72728,22162
750,dimiras,1,0.00451,2600,11.73179,22162
751,djalal,1,0.00451,2601,11.73631,22162
752,dkishere,1,0.00451,2602,11.74082,22162
753,dliebreich,1,0.00451,2603,11.74533,22162
754,dncohen,1,0.00451,2604,11.74984,22162
755,donileo,1,0.00451,2605,11.75435,22162
756,donovansolms,1,0.00451,2606,11.75887,22162
757,dontlaugh,1,0.00451,2607,11.76338,22162
758,doubliez,1,0.00451,2608,11.76789,22162
759,dpryg,1,0.00451,2609,11.77240,22162
760,DrHayt,1,0.00451,2610,11.77692,22162
761,duhmojo,1,0.00451,2611,11.78143,22162
762,dungpa,1,0.00451,2612,11.78594,22162
763,dzen-it,1,0.00451,2613,11.79045,22162
764,EBallou,1,0.00451,2614,11.79496,22162
765,ebekker,1,0.00451,2615,11.79948,22162
766,edufschmidt,1,0.00451,2616,11.80399,22162
767,eelcocramer,1,0.00451,2617,11.80850,22162
768,efmr,1,0.00451,2618,11.81301,22162
769,ehippy,1,0.00451,2619,11.81753,22162
770,ekle,1,0.00451,2620,11.82204,22162
771,elbaro,1,0.00451,2621,11.82655,22162
772,elimist,1,0.00451,2622,11.83106,22162
773,ellis,1,0.00451,2623,11.83557,22162
774,emalovan,1,0.00451,2624,11.84009,22162
775,emcpadden,1,0.00451,2625,11.84460,22162
776,emgre,1,0.00451,2626,11.84911,22162
777,eonicle,1,0.00451,2627,11.85362,22162
778,erhlee-bird,1,0.00451,2628,11.85814,22162
779,ericholiveira,1,0.00451,2629,11.86265,22162
780,etix,1,0.00451,2630,11.86716,22162
781,etrochim,1,0.00451,2631,11.87167,22162
782,eurake,1,0.00451,2632,11.87618,22162
783,evildecay,1,0.00451,2633,11.88070,22162
784,Exile333,1,0.00451,2634,11.88521,22162
785,fadeAce,1,0.00451,2635,11.88972,22162
786,fancycode,1,0.00451,2636,11.89423,22162
787,feverzsj,1,0.00451,2637,11.89875,22162
788,filterfish,1,0.00451,2638,11.90326,22162
789,fischor,1,0.00451,2639,11.90777,22162
790,fishsoulhsv,1,0.00451,2640,11.91228,22162
791,fizzka,1,0.00451,2641,11.91679,22162
792,fjoubert,1,0.00451,2642,11.92131,22162
793,fkazemzadeh,1,0.00451,2643,11.92582,22162
794,FlamesCN,1,0.00451,2644,11.93033,22162
795,foobargeez,1,0.00451,2645,11.93484,22162
796,frolad,1,0.00451,2646,11.93936,22162
797,Galileon,1,0.00451,2647,11.94387,22162
798,ganesh-karthick,1,0.00451,2648,11.94838,22162
799,garfy0886,1,0.00451,2649,11.95289,22162
800,gazoon,1,0.00451,2650,11.95740,22162
801,gbhrdt,1,0.00451,2651,11.96192,22162
802,gdiet,1,0.00451,2652,11.96643,22162
803,geek,1,0.00451,2653,11.97094,22162
804,Geosong,1,0.00451,2654,11.97545,22162
805,Gerg,1,0.00451,2655,11.97997,22162
806,Giancarlo1974,1,0.00451,2656,11.98448,22162
807,gifanonim,1,0.00451,2657,11.98899,22162
808,gitdlam,1,0.00451,2658,11.99350,22162
809,Gizmos777,1,0.00451,2659,11.99801,22162
810,godofgo,1,0.00451,2660,12.00253,22162
811,GoekhanPolat,1,0.00451,2661,12.00704,22162
812,goFrendiAsgard,1,0.00451,2662,12.01155,22162
813,grange74,1,0.00451,2663,12.01606,22162
814,gsngsngsn,1,0.00451,2664,12.02058,22162
815,guangbaowan,1,0.00451,2665,12.02509,22162
816,guanqun,1,0.00451,2666,12.02960,22162
817,Gurah,1,0.00451,2667,12.03411,22162
818,guyj93,1,0.00451,2668,12.03862,22162
819,gzliudan,1,0.00451,2669,12.04314,22162
820,h12w,1,0.00451,2670,12.04765,22162
821,habibutsu,1,0.00451,2671,12.05216,22162
822,hanxinimm,1,0.00451,2672,12.05667,22162
823,hardcoar,1,0.00451,2673,12.06119,22162
824,hariharan-uno,1,0.00451,2674,12.06570,22162
825,haywirez,1,0.00451,2675,12.07021,22162
826,hchienjo,1,0.00451,2676,12.07472,22162
827,HeavyHorst,1,0.00451,2677,12.07923,22162
828,HeChengjun,1,0.00451,2678,12.08375,22162
829,HeineAndersen,1,0.00451,2679,12.08826,22162
830,hellojukay,1,0.00451,2680,12.09277,22162
831,hermesdt,1,0.00451,2681,12.09728,22162
832,hidalgopl,1,0.00451,2682,12.10180,22162
833,hikingmoose,1,0.00451,2683,12.10631,22162
834,himanshusahu06,1,0.00451,2684,12.11082,22162
835,hiqbn,1,0.00451,2685,12.11533,22162
836,Hitesh-Agrawal,1,0.00451,2686,12.11984,22162
837,hotei,1,0.00451,2687,12.12436,22162
838,howardengelhart,1,0.00451,2688,12.12887,22162
839,howkey666,1,0.00451,2689,12.13338,22162
840,hphde,1,0.00451,2690,12.13789,22162
841,hryamzik,1,0.00451,2691,12.14241,22162
842,ianbibby,1,0.00451,2692,12.14692,22162
843,ibrahimuludag,1,0.00451,2693,12.15143,22162
844,icebob,1,0.00451,2694,12.15594,22162
845,ieichen137,1,0.00451,2695,12.16045,22162
846,iggy,1,0.00451,2696,12.16497,22162
847,ikaros,1,0.00451,2697,12.16948,22162
848,ilyashtrikul,1,0.00451,2698,12.17399,22162
849,ilyjs,1,0.00451,2699,12.17850,22162
850,imatefx,1,0.00451,2700,12.18302,22162
851,imrefazekas,1,0.00451,2701,12.18753,22162
852,in2rd,1,0.00451,2702,12.19204,22162
853,injaelee,1,0.00451,2703,12.19655,22162
854,invisibleroads,1,0.00451,2704,12.20106,22162
855,irobert91,1,0.00451,2705,12.20558,22162
856,isaacasensio,1,0.00451,2706,12.21009,22162
857,isamuelson,1,0.00451,2707,12.21460,22162
858,IsmailMarmoush,1,0.00451,2708,12.21911,22162
859,ivankostov,1,0.00451,2709,12.22363,22162
860,ivanovaleksey,1,0.00451,2710,12.22814,22162
861,ivanr,1,0.00451,2711,12.23265,22162
862,jackieluc,1,0.00451,2712,12.23716,22162
863,jadurda,1,0.00451,2713,12.24167,22162
864,jaklithn,1,0.00451,2714,12.24619,22162
865,janmeier,1,0.00451,2715,12.25070,22162
866,JannikZed,1,0.00451,2716,12.25521,22162
867,jaquadro,1,0.00451,2717,12.25972,22162
868,jasonclinx,1,0.00451,2718,12.26424,22162
869,jccardonar,1,0.00451,2719,12.26875,22162
870,jdall,1,0.00451,2720,12.27326,22162
871,JeanMertz,1,0.00451,2721,12.27777,22162
872,jeffrichiefs,1,0.00451,2722,12.28228,22162
873,jeppevammenkristensen,1,0.00451,2723,12.28680,22162
874,Jeraimee,1,0.00451,2724,12.29131,22162
875,jfmatth,1,0.00451,2725,12.29582,22162
876,jimmarino,1,0.00451,2726,12.30033,22162
877,jimmykirk,1,0.00451,2727,12.30485,22162
878,jjangchan,1,0.00451,2728,12.30936,22162
879,jjbubudi,1,0.00451,2729,12.31387,22162
880,jmaister,1,0.00451,2730,12.31838,22162
881,jmventura,1,0.00451,2731,12.32290,22162
882,johanlelan,1,0.00451,2732,12.32741,22162
883,johanstokking,1,0.00451,2733,12.33192,22162
884,jonasi,1,0.00451,2734,12.33643,22162
885,jonaslagoni,1,0.00451,2735,12.34094,22162
886,jonathonfletcher,1,0.00451,2736,12.34546,22162
887,jorisroling,1,0.00451,2737,12.34997,22162
888,joyciep,1,0.00451,2738,12.35448,22162
889,joyhope,1,0.00451,2739,12.35899,22162
890,JRLambertWeave,1,0.00451,2740,12.36351,22162
891,jselleck,1,0.00451,2741,12.36802,22162
892,jstallings,1,0.00451,2742,12.37253,22162
893,jswirl,1,0.00451,2743,12.37704,22162
894,junaidy-johm,1,0.00451,2744,12.38155,22162
895,JuniorCtba,1,0.00451,2745,12.38607,22162
896,justinfx,1,0.00451,2746,12.39058,22162
897,jvrelits,1,0.00451,2747,12.39509,22162
898,jwtodd,1,0.00451,2748,12.39960,22162
899,jyaworski,1,0.00451,2749,12.40412,22162
900,k1ng440,1,0.00451,2750,12.40863,22162
901,kaitlynbrown,1,0.00451,2751,12.41314,22162
902,kamikaze139,1,0.00451,2752,12.41765,22162
903,kantharaod,1,0.00451,2753,12.42216,22162
904,karpotkin,1,0.00451,2754,12.42668,22162
905,karteek-gamooga,1,0.00451,2755,12.43119,22162
906,kasperhhk,1,0.00451,2756,12.43570,22162
907,katemicse,1,0.00451,2757,12.44021,22162
908,kaxap,1,0.00451,2758,12.44473,22162
909,kaya-zekioglu,1,0.00451,2759,12.44924,22162
910,Kazylla,1,0.00451,2760,12.45375,22162
911,KEANO3,1,0.00451,2761,12.45826,22162
912,kevinfrommelt-wf,1,0.00451,2762,12.46277,22162
913,kevinsookocheff-wf,1,0.00451,2763,12.46729,22162
914,kfreiman,1,0.00451,2764,12.47180,22162
915,khera,1,0.00451,2765,12.47631,22162
916,kijanowski,1,0.00451,2766,12.48082,22162
917,klrkdekira,1,0.00451,2767,12.48534,22162
918,kmhagan,1,0.00451,2768,12.48985,22162
919,knfoo,1,0.00451,2769,12.49436,22162
920,kokizzu,1,0.00451,2770,12.49887,22162
921,koltsovb,1,0.00451,2771,12.50338,22162
922,konstantin-Sk,1,0.00451,2772,12.50790,22162
923,KostiantynKopytov,1,0.00451,2773,12.51241,22162
924,kristaxox,1,0.00451,2774,12.51692,22162
925,kristianmandrup,1,0.00451,2775,12.52143,22162
926,krrishnarraj,1,0.00451,2776,12.52595,22162
927,ktamayop,1,0.00451,2777,12.53046,22162
928,kumaritanushree,1,0.00451,2778,12.53497,22162
929,kung-foo,1,0.00451,2779,12.53948,22162
930,kyleroot,1,0.00451,2780,12.54399,22162
931,LafonteFull,1,0.00451,2781,12.54851,22162
932,larskluge,1,0.00451,2782,12.55302,22162
933,lasselukkari,1,0.00451,2783,12.55753,22162
934,lbtrier,1,0.00451,2784,12.56204,22162
935,LeeTroy,1,0.00451,2785,12.56656,22162
936,legg,1,0.00451,2786,12.57107,22162
937,lekoder,1,0.00451,2787,12.57558,22162
938,leolanavo,1,0.00451,2788,12.58009,22162
939,Leondev7,1,0.00451,2789,12.58460,22162
940,liebo,1,0.00451,2790,12.58912,22162
941,liuwangchen,1,0.00451,2791,12.59363,22162
942,livrgst,1,0.00451,2792,12.59814,22162
943,ljfreelancer88,1,0.00451,2793,12.60265,22162
944,lming,1,0.00451,2794,12.60717,22162
945,locactus,1,0.00451,2795,12.61168,22162
946,lonerwolf,1,0.00451,2796,12.61619,22162
947,long25vn,1,0.00451,2797,12.62070,22162
948,longnguyen11288,1,0.00451,2798,12.62521,22162
949,longquan7,1,0.00451,2799,12.62973,22162
950,lovelly,1,0.00451,2800,12.63424,22162
951,lreher,1,0.00451,2801,12.63875,22162
952,lrh3321,1,0.00451,2802,12.64326,22162
953,lucaperico25,1,0.00451,2803,12.64778,22162
954,LucaPericoQohash,1,0.00451,2804,12.65229,22162
955,lucidprogrammer,1,0.00451,2805,12.65680,22162
956,lunne,1,0.00451,2806,12.66131,22162
957,luposky,1,0.00451,2807,12.66582,22162
958,luxl,1,0.00451,2808,12.67034,22162
959,lxcyha,1,0.00451,2809,12.67485,22162
960,lyuyun,1,0.00451,2810,12.67936,22162
961,magiconair,1,0.00451,2811,12.68387,22162
962,maheshmahadevan,1,0.00451,2812,12.68839,22162
963,malloth,1,0.00451,2813,12.69290,22162
964,malvex,1,0.00451,2814,12.69741,22162
965,marcelluseasley,1,0.00451,2815,12.70192,22162
966,MarcGuiot,1,0.00451,2816,12.70643,22162
967,marcoreni,1,0.00451,2817,12.71095,22162
968,marcoroganovic,1,0.00451,2818,12.71546,22162
969,mariomuja,1,0.00451,2819,12.71997,22162
970,markusr,1,0.00451,2820,12.72448,22162
971,marshallwalker,1,0.00451,2821,12.72900,22162
972,MarsWarrior,1,0.00451,2822,12.73351,22162
973,martin-spinks,1,0.00451,2823,12.73802,22162
974,materia2021,1,0.00451,2824,12.74253,22162
975,matt-christiansen-exa,1,0.00451,2825,12.74704,22162
976,maurodelazeri,1,0.00451,2826,12.75156,22162
977,mawelsh,1,0.00451,2827,12.75607,22162
978,maxatome,1,0.00451,2828,12.76058,22162
979,maxb,1,0.00451,2829,12.76509,22162
980,maxired,1,0.00451,2830,12.76961,22162
981,mbaranovski,1,0.00451,2831,12.77412,22162
982,mbecker,1,0.00451,2832,12.77863,22162
983,mberginbh,1,0.00451,2833,12.78314,22162
984,mbgonicus,1,0.00451,2834,12.78765,22162
985,mcnl,1,0.00451,2835,12.79217,22162
986,mdemille,1,0.00451,2836,12.79668,22162
987,meabed,1,0.00451,2837,12.80119,22162
988,meAmidos,1,0.00451,2838,12.80570,22162
989,meinside,1,0.00451,2839,12.81022,22162
990,MelvinK,1,0.00451,2840,12.81473,22162
991,metalog,1,0.00451,2841,12.81924,22162
992,mfaur,1,0.00451,2842,12.82375,22162
993,mfdeux,1,0.00451,2843,12.82826,22162
994,mgodmere,1,0.00451,2844,12.83278,22162
995,mgouline,1,0.00451,2845,12.83729,22162
996,mhp0rtal,1,0.00451,2846,12.84180,22162
997,michaelhood,1,0.00451,2847,12.84631,22162
998,MicheleSemenza,1,0.00451,2848,12.85083,22162
999,michelgokan,1,0.00451,2849,12.85534,22162
1000,MidnightJava,1,0.00451,2850,12.85985,22162
1001,MikeLeonard,1,0.00451,2851,12.86436,22162
1002,mikunalpha,1,0.00451,2852,12.86887,22162
1003,Mikxail,1,0.00451,2853,12.87339,22162
1004,mishraomp,1,0.00451,2854,12.87790,22162
1005,mitchhh22,1,0.00451,2855,12.88241,22162
1006,mjgarton,1,0.00451,2856,12.88692,22162
1007,mkabischev,1,0.00451,2857,12.89144,22162
1008,mkhusro,1,0.00451,2858,12.89595,22162
1009,mkozjak,1,0.00451,2859,12.90046,22162
1010,mm-tfx,1,0.00451,2860,12.90497,22162
1011,molobala,1,0.00451,2861,12.90948,22162
1012,molon,1,0.00451,2862,12.91400,22162
1013,morenocarullo,1,0.00451,2863,12.91851,22162
1014,morozovcookie,1,0.00451,2864,12.92302,22162
1015,morrisio,1,0.00451,2865,12.92753,22162
1016,mosche,1,0.00451,2866,12.93205,22162
1017,mosleim,1,0.00451,2867,12.93656,22162
1018,mpilone,1,0.00451,2868,12.94107,22162
1019,mpodanow,1,0.00451,2869,12.94558,22162
1020,mrkaspa,1,0.00451,2870,12.95009,22162
1021,Murf,1,0.00451,2871,12.95461,22162
1022,Murryy79,1,0.00451,2872,12.95912,22162
1023,mvberg,1,0.00451,2873,12.96363,22162
1024,mwiede,1,0.00451,2874,12.96814,22162
1025,NaerChang2,1,0.00451,2875,12.97266,22162
1026,namxam,1,0.00451,2876,12.97717,22162
1027,NantipatSoftEn,1,0.00451,2877,12.98168,22162
1028,nathanejohnson,1,0.00451,2878,12.98619,22162
1029,nealAR,1,0.00451,2879,12.99070,22162
1030,necdet,1,0.00451,2880,12.99522,22162
1031,Negashev,1,0.00451,2881,12.99973,22162
1032,nemesisqp,1,0.00451,2882,13.00424,22162
1033,nextel,1,0.00451,2883,13.00875,22162
1034,nginxsantos,1,0.00451,2884,13.01327,22162
1035,nguyendangminh,1,0.00451,2885,13.01778,22162
1036,niarbeht,1,0.00451,2886,13.02229,22162
1037,nick-jones,1,0.00451,2887,13.02680,22162
1038,nicknezis,1,0.00451,2888,13.03131,22162
1039,nikore,1,0.00451,2889,13.03583,22162
1040,nineinchnick,1,0.00451,2890,13.04034,22162
1041,Ninerian,1,0.00451,2891,13.04485,22162
1042,ninoles,1,0.00451,2892,13.04936,22162
1043,NissesSenap,1,0.00451,2893,13.05388,22162
1044,noguilty4you,1,0.00451,2894,13.05839,22162
1045,NoICE,1,0.00451,2895,13.06290,22162
1046,nsamala,1,0.00451,2896,13.06741,22162
1047,nseba,1,0.00451,2897,13.07192,22162
1048,nvcnvn,1,0.00451,2898,13.07644,22162
1049,nxsofsys,1,0.00451,2899,13.08095,22162
1050,oaiey,1,0.00451,2900,13.08546,22162
1051,odlex,1,0.00451,2901,13.08997,22162
1052,olgeni,1,0.00451,2902,13.09449,22162
1053,omg,1,0.00451,2903,13.09900,22162
1054,ondrap,1,0.00451,2904,13.10351,22162
1055,ondrejtomcik,1,0.00451,2905,13.10802,22162
1056,OriKerer,1,0.00451,2906,13.11253,22162
1057,oscarvesga,1,0.00451,2907,13.11705,22162
1058,OtaK,1,0.00451,2908,13.12156,22162
1059,owey0312,1,0.00451,2909,13.12607,22162
1060,p1-mmr,1,0.00451,2910,13.13058,22162
1061,pablogamboa,1,0.00451,2911,13.13510,22162
1062,paivagustavo,1,0.00451,2912,13.13961,22162
1063,palsivertsen,1,0.00451,2913,13.14412,22162
1064,pamelin,1,0.00451,2914,13.14863,22162
1065,paravz,1,0.00451,2915,13.15315,22162
1066,parkerkane,1,0.00451,2916,13.15766,22162
1067,pas2k,1,0.00451,2917,13.16217,22162
1068,PaulAcre88,1,0.00451,2918,13.16668,22162
1069,PaulEU,1,0.00451,2919,13.17119,22162
1070,pborges,1,0.00451,2920,13.17571,22162
1071,pcrete,1,0.00451,2921,13.18022,22162
1072,pedrobisp,1,0.00451,2922,13.18473,22162
